"Mã","Tên ngành","Chỉ tiêu","Tổ hợp xét tuyển","2023 (UTXT)","2023 (TH)","2024 (UTXT)","2024 (TH)","2025 (TH)"
"208","**Kỹ Thuật Điện - Điện Tử**","150","**Toán, Lý,** {Hóa, Anh, Tin, CNCN}","79.9","61.66","82.0","76.71","79.50"
